mlb_ID,seasons_bat,career_PA,avg_offense,total_bat_war,peak_bat_war,seasons_pitch,career_GS,avg_era_plus,total_pitch_war,peak_pitch_war,hof_indicator
110001,23,13941,33.46521739130435,143.07,9.44,0,0,0,0,0,1
110002,7,1045,-7.3428571428571425,-2.77,0.92,0,0,0,0,0,0
110003,13,5,-0.04615384615384615,-0.07,0,13,91,126.58519318431982,15.09,2.54,0
110004,1,49,-0.75,-0.060000000000000005,0.01,0,0,0,0,0,0
110005,9,3478,2.57,8.72,3.63,0,0,0,0,0,0
110006,5,252,-2.033333333333333,-1.01,0.06,5,65,98.59192816885889,1.3199999999999998,1.7,0
110007,5,1965,-10.3,1.78,2.19,1,0,114.8,-0.09,-0.09,0
110008,3,571,-5.033333333333333,0.49000000000000005,1.06,0,0,0,0,0,0
110009,10,24,-0.08181818181818182,-0.1,-0.1,10,254,103.85088074518694,19.7,7.57,0
110010,5,651,-3.94,-1.44,0.03,0,0,0,0,0,0
110011,9,2227,-2.6700000000000004,0.5399999999999998,2.01,0,0,0,0,0,0
110012,4,38,-0.05000000000000002,-0.039999999999999994,0.07,4,22,74.30586988304093,-1.37,0.35,0
110013,1,7,0.1,0.01,0.01,1,1,65.7555555555556,-0.37,-0.37,0
110014,1,82,-5.8,-0.41,-0.41,0,0,0,0,0,0
110015,11,25,0.13333333333333333,0.15,0.11,11,112,92.37224198010004,4.47,2.56,0
110016,11,0,0,0,0,11,206,97.36629986972282,5.26,2.29,0
110017,6,117,-0.39999999999999997,-0.37,0.1,6,30,99.21401515151516,1.0099999999999998,1.41,0
110018,1,4,-1.3,-0.07,-0.07,0,0,0,0,0,0
110019,1,1,-0.1,-0.01,-0.01,1,0,30.4333333333333,-0.09,-0.09,0
110020,3,6,0.03333333333333333,0.01,0.04,3,2,67.26190476190477,-1.2400000000000002,0.06,0
110021,14,205,-0.3411764705882353,-0.66,0.18,14,34,127.10958612630351,16.58,6.17,0
110022,2,8,-0.6,-0.14,0,2,1,78.53666666666666,0.48000000000000004,0.56,0
110023,3,205,-0.5333333333333334,0.10999999999999999,0.45,0,0,0,0,0,0
110024,3,26,-1.2666666666666666,-0.47,-0.09,3,8,75.77750305250304,-1.43,-0.12,0
110025,6,902,-6.271428571428571,-1.33,1.89,0,0,0,0,0,0
110026,8,1943,1.9099999999999997,8.47,3.95,0,0,0,0,0,0
110027,1,1,0.6,0.05,0.05,1,0,43.58,-0.12,-0.12,0
110028,1,9,-1.2,-0.13,-0.13,1,5,63.0941176470588,-0.42,-0.42,0
110029,18,10081,15.345000000000002,60.17,6.56,0,0,0,0,0,0
110030,1,32,0,0.1,0.1,0,0,0,0,0,0
110031,3,676,-6.366666666666667,-0.43999999999999995,0.78,0,0,0,0,0,0
110032,8,74,-0.42000000000000004,-0.44,0.09,8,34,115.83078542778246,3.14,2.99,0
110033,10,56,0.10000000000000002,0.13,0.16,10,32,112.17201966092229,5.47,1.79,0
110034,4,96,-0.875,-0.41,0.04,4,23,110.08633881922677,4.86,2.85,0
110035,2,7,0.6,0.13,0.13,2,4,108.3333333333333,-0.010000000000000009,0.27,0
110036,5,525,-1.0666666666666667,0.67,0.75,0,0,0,0,0,0
110037,4,7,-0.25,-0.12000000000000001,0,4,0,137.8236293859649,5.7299999999999995,4.05,0
110038,3,30,-0.7666666666666666,-0.27,0,3,8,76.27597402597404,0.25,0.65,0
110039,3,74,-0.23333333333333325,-0.06,0.13,3,13,78.81756756756756,1.9900000000000002,1.33,0
110040,4,0,0,0,0,4,0,92.50394556423967,0.46,0.65,0
110041,1,79,-3.3,-0.1,-0.1,0,0,0,0,0,0
110042,13,4314,-5.680000000000001,8.38,2.68,0,0,0,0,0,0
110043,6,111,-0.7166666666666668,-0.48,0.05,6,7,100.76362656236279,7.1,3.09,0
110044,19,1108,1.394736842105263,2.48,0.98,19,354,129.79403647204268,50.16,8.39,0
110045,1,1,-0.1,-0.01,-0.01,1,0,41.7181818181818,-0.53,-0.53,0
110046,2,58,-0.6,-0.12,-0.03,2,16,75.80120545073375,-0.9400000000000001,-0.39,0
110047,13,6175,-4.607142857142857,17.81,4.55,0,0,0,0,0,0
110048,6,2293,2.9875,8.799999999999999,4.88,0,0,0,0,0,0
110049,1,14,-0.2,-0.05,-0.05,0,0,0,0,0,0
110050,8,1765,-6.7375,-1.2899999999999998,1.37,0,0,0,0,0,0
110051,1,15,-1.3,-0.1,-0.1,0,0,0,0,0,0
110052,3,364,-4.833333333333333,-0.17,0.04,0,0,0,0,0,0
110053,5,93,-1.2799999999999998,-0.74,0.02,5,21,72.81915453116815,-2.35,0.08,0
110054,1,4,-0.3,-0.02,-0.02,0,0,0,0,0,0
110055,8,723,-4.7875,-3.01,0.37,0,0,0,0,0,0
110056,1,2,-0.3,-0.03,-0.03,1,0,34.225,-0.27,-0.27,0
110057,2,33,-2.0999999999999996,-0.5399999999999999,0.04,2,12,46.8892857142857,-1.4500000000000002,-0.54,0
110058,1,26,0.9,0.11,0.11,1,6,74.428,0.14,0.14,0
110059,1,93,-6.5,-0.22,-0.22,0,0,0,0,0,0
110060,3,269,-2.8666666666666667,0.78,0.85,0,0,0,0,0,0
110061,2,3,-0.25,-0.05,0,2,1,180.925,-0.12999999999999998,0.22,0
110062,1,3,0.2,0.02,0.02,1,0,60.4,-0.02,-0.02,0
110063,14,4530,-0.0799999999999999,15.75,2.68,0,0,0,0,0,0
110064,1,24,-0.7,-0.04,-0.04,0,0,0,0,0,0
110065,5,152,0.06000000000000003,0.20999999999999996,0.29,0,0,0,0,0,0
110066,4,451,-4.3,-0.83,0.11,0,0,0,0,0,0
110067,11,98,-0.3,-0.36,0,11,41,100.95657337010387,4.46,1.98,0
110068,2,0,0,0,0,2,24,91.12830188679246,0.8600000000000001,1.82,0
110069,3,11,0.10000000000000002,0.04,0.08,3,11,80.40497354497353,0.14,0.88,0
110070,3,7,0.3333333333333333,0.13,0.12,3,4,52.04305555555556,-1.01,-0.11,0
110071,17,7303,4.529411764705882,33.46,4.82,0,0,0,0,0,0
110072,4,576,-2.7600000000000002,0.86,0.86,0,0,0,0,0,0
110073,4,150,-2.525,-0.55,0.12,0,0,0,0,0,0
110074,6,1251,-2.2285714285714286,2.93,0.63,0,0,0,0,0,0
110075,5,281,-0.9333333333333332,0.029999999999999923,0.83,0,0,0,0,0,0
110076,2,134,0.09999999999999987,0.020000000000000018,0.38,2,42,94.1220692368214,2.26,3.06,0
110077,3,23,0.43333333333333335,0.14,0.08,3,6,79.29395604395603,-0.43,0.2,0
110078,2,12,-0.35,-0.08,-0.03,2,3,66.5972222222222,-0.8300000000000001,-0.32,0
110079,1,9,-0.3,-0.01,-0.01,0,0,0,0,0,0
110080,1,0,0,0,0,1,5,63.0529411764706,-0.34,-0.34,0
110081,1,5,-0.2,0,0,0,0,0,0,0,0
110082,6,279,-3.533333333333333,-1.8299999999999998,-0.05,0,0,0,0,0,0
110083,4,86,-1.125,-0.3,0.2,0,0,0,0,0,0
110084,12,4324,2.93076923076923,25.400000000000002,6.42,0,0,0,0,0,0
110085,2,586,-6.45,0.42000000000000004,0.78,0,0,0,0,0,0
110086,3,906,-3.95,-0.25000000000000006,1,0,0,0,0,0,0
110087,7,1722,-7.128571428571428,5.34,1.89,0,0,0,0,0,0
110088,13,22,-0.04,-0.06,0.08,13,2,89.86368004479066,1.2999999999999998,2.15,0
110089,10,1244,0.06363636363636377,2.71,1.45,0,0,0,0,0,0
110090,16,161,0.5789473684210527,1.2,0.55,16,89,142.30588059295255,20.64,2.39,0
110091,16,427,-1.73125,-3.16,0.12,16,149,147.14148472792743,20.96,7.39,0
110092,1,4,0,-0.16,-0.16,0,0,0,0,0,0
110093,1,0,0,0,0,1,3,42.4615384615385,-0.43,-0.43,0
110094,8,2856,-0.32499999999999984,7.96,2.39,0,0,0,0,0,0
110095,3,721,-14.333333333333334,-2.04,-0.32,0,0,0,0,0,0
110096,15,3423,-2.8294117647058825,6.42,2.58,1,0,14,-0.18,-0.18,0
110097,3,71,0.4333333333333333,0.13,0.2,3,22,82.1949346405229,0.8499999999999998,2.05,0
110098,1,20,-0.9,-0.01,-0.01,0,0,0,0,0,0
110099,1,53,-3.4,-0.32,-0.32,0,0,0,0,0,0
110100,11,103,-0.4571428571428572,-0.74,0.09,11,0,109.12095906194246,8.73,4.64,0
110101,5,9,-0.1,-0.05,0,5,13,85.03281103953516,-1.4,0.01,0
110102,1,6,0.4,0.04,0.04,1,1,70.7909090909091,-0.47,-0.47,0
110103,4,558,0.5499999999999998,1.34,1.58,0,0,0,0,0,0
110104,1,0,0,0,0,1,0,146.2,-0.03,-0.03,0
110105,1,0,0,0,0,1,0,90.2666666666667,0.05,0.05,0
110106,3,0,0,0,0,3,5,73.78419607843136,-1.29,0.04,0
110107,3,487,-0.5750000000000001,0.6299999999999999,1.18,0,0,0,0,0,0
110108,1,18,-1.2,-0.07,-0.07,0,0,0,0,0,0
110109,1,10,-0.5,-0.06,-0.06,1,3,48.8421052631579,-0.56,-0.56,0
110110,2,12,-0.55,-0.13,-0.06,2,8,59.71851851851855,-1.22,-0.28,0
110111,2,4,-0.1,-0.02,0,2,2,93.0875,-0.039999999999999994,0.07,0
110112,1,112,-2.5,0.07,0.07,0,0,0,0,0,0
110113,4,1,-0.075,-0.03,0,4,37,106.72528571428572,1.71,1.38,0
110114,2,80,-0.4000000000000001,-0.13,0.06,2,33,75.27779691915048,-1.03,-0.2,0
110115,4,391,-5.45,-1.66,0.4,0,0,0,0,0,0
110116,1,168,-9.5,-0.63,-0.63,0,0,0,0,0,0
110117,2,7,-0.55,-0.12000000000000001,-0.05,2,3,53.423125,-1.15,-0.54,0
110118,9,1,-0.016666666666666666,-0.01,0,9,67,84.03979623191968,-2.3200000000000003,1.06,0
110119,10,2498,-1.0846153846153845,8.76,3.38,1,0,0,0.04,0.04,0
110120,3,1,-0.025,-0.02,-0.02,3,0,103.42516571969695,-0.10000000000000002,0.46,0
110121,9,624,0.8555555555555556,0.6499999999999999,0.47,9,205,114.5835383109433,16.56,3.91,0
110122,4,358,-4.25,-0.72,0.34,0,0,0,0,0,0
110123,5,2736,9.083333333333334,13.64,5.2,0,0,0,0,0,0
110124,19,300,0.09565217391304348,0.24999999999999997,0.36,19,464,107.40032913949389,34.78,6.09,0
110125,7,1459,-0.9625,0.63,1.35,0,0,0,0,0,0
110126,3,0,0,0,0,3,11,49.675384615384594,-0.85,-0.15,0
110127,20,1980,1.4,3.1,1.04,20,600,136.50515441391084,116.47,12,0
110128,1,11,-3,-0.24,-0.24,0,0,0,0,0,0
110129,11,1387,-5.016666666666667,-2.27,0.7,1,0,10.74,-0.14,-0.14,0
110130,9,195,-1.2888888888888888,-1.02,0.47,0,0,0,0,0,0
110131,2,1,-0.1,-0.02,0,2,0,37.39285714285715,-0.8799999999999999,-0.3,0
110132,5,467,-2.9000000000000004,0.9400000000000003,1.37,0,0,0,0,0,0
110133,1,70,-2.75,-0.7000000000000001,-0.16,0,0,0,0,0,0
110134,11,15,-0.036363636363636355,-0.03,0.11,11,0,104.73809472900251,3.68,1.51,0
110135,12,6108,8.315384615384614,28.740000000000002,6.4,0,0,0,0,0,0
110136,13,4613,-2.5923076923076924,11.92,2.9,0,0,0,0,0,0
110137,8,1634,-5.2375,0.7999999999999999,1.72,0,0,0,0,0,0
110138,3,0,0,0,0,3,13,90.66472222222224,0.94,0.9,0
110139,6,547,-1.883333333333333,-0.17999999999999988,0.61,0,0,0,0,0,0
110140,12,3823,-1.3846153846153846,9.28,2.22,0,0,0,0,0,0
110141,1,110,-4.1,-0.88,-0.35,0,0,0,0,0,0
110142,13,4765,-5.386666666666667,7.6000000000000005,2.95,0,0,0,0,0,0
110143,1,28,-1.2,-0.5,-0.5,0,0,0,0,0,0
110144,6,337,0.04285714285714288,0.019999999999999966,0.42,6,127,95.70646777675779,7.16,4.7,0
110145,7,938,-4.8125,-3.42,0.38,0,0,0,0,0,0
110146,1,3,0.8,0.08,0.08,0,0,0,0,0,0
110147,1,70,-0.8,0.16,0.16,0,0,0,0,0,0
110148,1,7,-1.6,-0.17,-0.17,0,0,0,0,0,0
110149,1,313,-12.9,-0.38,-0.38,0,0,0,0,0,0
110150,1,4,-1.2,-0.16,-0.16,0,0,0,0,0,0
110151,1,0,0,0,0,1,0,22.775,-0.24,-0.24,0
110152,13,786,-0.92,-1.4400000000000002,0.41,13,241,113.89823959143277,27.87,7.25,0
110153,2,65,-0.6,-0.07000000000000003,0.21,0,0,0,0,0,0
110154,7,43,0.1111111111111111,0.12000000000000001,0.19,7,19,69.64252960002959,-1.9100000000000001,2.08,0
110155,4,657,-3.825,0.36,0.61,3,3,304.0466666666667,1.1099999999999999,0.62,0
110156,11,129,-0.028571428571428557,-0.04000000000000001,0.18,11,59,97.39580758199641,6.96,1.97,0
110157,15,7315,26.526666666666664,58.68,8.81,0,0,0,0,0,1
110158,1,25,-2.1,-0.35,-0.35,0,0,0,0,0,0
110159,1,3,0.3,0.03,0.03,1,1,66.2,-0.43,-0.43,0
110160,7,2532,-0.45714285714285724,11.57,3.78,0,0,0,0,0,0
110161,5,34,-0.26,-0.15,0,5,0,88.6833748027947,-1.26,0.6,0
110162,3,54,-1.7999999999999998,-0.42000000000000004,0.08,0,0,0,0,0,0
110163,1,14,-0.8,-0.16,-0.16,0,0,0,0,0,0
110164,7,1222,-4.171428571428572,1.28,0.88,0,0,0,0,0,0
110165,4,1190,-1.2,-0.08000000000000011,1.63,0,0,0,0,0,0
110166,11,4332,0.8272727272727273,24.169999999999998,5.29,0,0,0,0,0,0
110167,1,482,-22.4,-1.21,-1.21,0,0,0,0,0,0
110168,1,47,-3.5,-0.21,-0.21,0,0,0,0,0,0
110169,1,93,-8.6,-0.52,-0.52,0,0,0,0,0,0
110170,5,746,-4.133333333333334,0.24000000000000002,0.34,0,0,0,0,0,0
110171,1,0,0,0,0,1,0,53.7,-0.36,-0.36,0
110172,10,1431,0.6666666666666665,6.86,1.49,1,0,139.9,-0.16,-0.16,0
110173,3,80,-2,-0.65,-0.05,3,27,129.30705128205128,1.31,0.91,0
110174,4,79,-0.44999999999999996,-0.08000000000000002,0.17,0,0,0,0,0,0
110175,1,21,-3,-0.12,-0.12,0,0,0,0,0,0
110176,13,5923,9.884615384615385,34.13,7.41,0,0,0,0,0,0
110177,3,200,-1.633333333333333,0.7899999999999999,0.72,0,0,0,0,0,0
110178,7,2736,-7.65,1.0799999999999998,2.28,0,0,0,0,0,0
110179,8,4,-0.11249999999999999,-0.06999999999999999,0,8,1,115.39855352624922,1.6500000000000001,1.6,0
110180,3,324,1.0666666666666667,1.01,0.48,0,0,0,0,0,0
110181,15,3659,-1.1823529411764706,4.6499999999999995,2.13,0,0,0,0,0,0
110182,4,51,-0.475,-0.2,0.25,4,1,127.91379216622634,4.65,3.28,0
110183,17,10400,19.205263157894738,67.03,7.42,0,0,0,0,0,1
110184,20,4865,-1.6272727272727274,13.73,3.88,0,0,0,0,0,0
110185,15,5160,-5.027777777777778,10.45,5.19,0,0,0,0,0,0
110186,17,7907,3.378947368421053,42.24,6.55,0,0,0,0,0,0
110187,15,4577,-8.31875,0.7799999999999998,2.34,0,0,0,0,0,0
110188,15,6220,2.447058823529412,22.99,5.41,1,0,0,0.07,0.07,0
110189,17,7913,10.722222222222221,39.87,6.18,0,0,0,0,0,0
110190,4,1756,-3.275,2.1300000000000003,2.1,0,0,0,0,0,0
110191,1,1,-0.2,-0.02,-0.02,1,0,60.55,-0.1,-0.1,0
110192,4,299,-3.5,-0.23,0.02,0,0,0,0,0,0
110193,1,1,-0.3,-0.03,-0.03,0,0,0,0,0,0
110194,4,374,-4.96,-2.13,0.18,0,0,0,0,0,0
110195,3,8,-0.06666666666666665,-0.009999999999999995,0.05,3,0,90.6976034858388,0.39999999999999997,0.42,0
110196,1,3,-0.6,-0.06,-0.06,1,1,41.9826086956522,-0.7,-0.7,0
110197,2,33,-0.09999999999999998,-0.06,0.14,0,0,0,0,0,0
110198,6,1984,3.357142857142857,7.609999999999999,2.54,0,0,0,0,0,0
110199,9,3419,0.43333333333333357,13.04,4.1,0,0,0,0,0,0
110200,3,290,-5.966666666666666,-0.93,-0.03,0,0,0,0,0,0
110201,19,609,0.21428571428571427,0.49,0.26,16,161,79.21515212765055,8.65,5.07,0
110202,5,738,-1.3333333333333333,1.6,0.96,0,0,0,0,0,0
110203,9,1231,-4.375,-3.17,0.2,0,0,0,0,0,0
110204,2,19,-0.55,-0.12000000000000001,0.11,2,13,105.23214285714286,-0.18,0.41,0
110205,4,51,-0.8250000000000001,-0.34,-0.01,0,0,0,0,0,0
110206,4,15,0.2,0.09000000000000001,0.17,4,0,111.42401960784314,3.24,2.56,0
110207,2,219,-4.800000000000001,-0.54,-0.54,0,0,0,0,0,0
110208,2,38,-2.5,-0.48,-0.1,0,0,0,0,0,0
110209,14,104,-0.1,-0.18,0.09,14,263,105.04576610680093,24.99,4.93,0
110210,9,3984,-0.07777777777777788,8.3,3.74,0,0,0,0,0,0
110211,5,1114,-5.783333333333332,-0.99,0.78,0,0,0,0,0,0
110212,6,982,-0.42857142857142855,1.46,1.75,0,0,0,0,0,0
110213,10,1938,-3.7,1.76,1.75,0,0,0,0,0,0
110214,10,2022,-3.35,5.09,3.15,0,0,0,0,0,0
110215,8,1051,-4.2625,0.32999999999999996,0.71,0,0,0,0,0,0
110216,11,2451,-4.636363636363637,2.25,2.48,0,0,0,0,0,0
110217,3,890,-15.333333333333334,-3.39,-0.95,0,0,0,0,0,0
110218,2,60,-2.7,0.26,0.34,0,0,0,0,0,0
110219,17,1122,-1.7899999999999998,-4.26,0.23,17,371,116.02738341540814,28.59,3.9,0
110220,2,52,-2.45,-0.44,-0.21,2,12,105.17593023255816,0.1499999999999999,1.49,0
110221,2,6,0.2,0.04,0.04,2,4,83.4277777777778,-0.14,0.06,0
110222,7,1561,1.45,7.29,2.05,0,0,0,0,0,0
110223,1,6,-1,-0.12,-0.12,1,1,83.8142857142857,0,0,0
110224,17,45,0.005263157894736839,0.00000000000000001214306433183765,0.07,17,1,136.49883147687393,13.85,2.41,0
110225,3,430,-2.6666666666666665,-0.10000000000000003,0.46,0,0,0,0,0,0
110226,6,1,-0.03333333333333333,-0.02,0,6,128,95.74442836418108,8.47,5.2,0
110227,2,248,-9.200000000000001,-1.8499999999999999,0.22,0,0,0,0,0,0
110228,3,43,1.0999999999999999,0.32,0.23,3,9,91.7596153846154,0.32999999999999996,0.31,0
110229,15,7737,7.55,35,6.92,0,0,0,0,0,0
110230,13,288,-0.6142857142857142,-0.87,0.05,13,245,98.69875234168333,10.86,4.1,0
110231,10,2287,-1.09,5.75,2.16,0,0,0,0,0,0
110232,2,65,-1.9333333333333333,-0.55,-0.05,2,17,59.949295112781975,-0.52,0.23,0
110233,4,342,-1.7833333333333332,-1.31,0.31,0,0,0,0,0,0
110234,1,514,-11.7,0.36,0.36,0,0,0,0,0,0
110235,2,263,-2.85,-0.16999999999999998,0.12,0,0,0,0,0,0
110236,17,9177,-5.658823529411765,25.65,5.05,0,0,0,0,0,0
110237,3,1138,2.066666666666667,2.5,1.37,0,0,0,0,0,0
110238,1,527,-28.4,-1.2,-1.2,0,0,0,0,0,0
110239,1,33,-3.5,-0.22,-0.22,0,0,0,0,0,0
110240,5,1786,-1.9333333333333336,5.220000000000001,3.22,0,0,0,0,0,0
110241,6,1091,-4.966666666666667,1.01,0.58,0,0,0,0,0,0
110242,3,6,-0.1,-0.04,0,3,1,119.30285714285714,-0.41000000000000003,0.24,0
110243,7,337,-2.1142857142857143,-1.75,0,7,114,124.35996885584659,5.2299999999999995,4.51,0
110244,14,6769,2.4875,28.77,4.35,0,0,0,0,0,0
110245,2,0,0,0,0,2,6,114.56215053763441,2.1,1.12,0
110246,2,409,-1,0.81,0.64,0,0,0,0,0,0
110247,3,0,0,0,0,3,1,61.390849673202595,-0.5299999999999999,0.07,0
110248,9,1675,-5.722222222222222,4.26,1.02,1,0,0,0.03,0.03,0
110249,1,1,-0.2,-0.02,-0.02,1,0,23.1272727272727,-0.39,-0.39,0
110250,4,51,-0.2,-0.09000000000000001,0.09,4,17,80.33023122710625,-2.5300000000000002,1.03,0
110251,3,12,-0.3333333333333333,-0.11,-0.11,3,10,87.45902777777776,0.33,0.84,0
110252,2,0,0,0,0,2,2,118.63749999999999,0.12,0.09,0
110253,7,274,-0.7285714285714285,-0.53,0.2,7,93,90.35476718770336,4.36,1.84,0
110254,3,5,-0.19999999999999998,-0.07,-0.07,3,7,87.75833333333333,0.009999999999999981,0.37,0
110255,4,127,1.4,0.48000000000000004,0.4,4,30,71.82020796367813,-0.97,0.18,0
110256,2,13,0.09999999999999998,0.030000000000000013,0.14,2,2,90.78653846153844,0.4,0.45,0
110257,1,1,-0.2,-0.02,-0.02,1,0,45.3,-0.07,-0.07,0
110258,1,5,-0.1,-0.01,-0.01,1,2,64.0111111111111,-0.68,-0.68,0
110259,1,9,-0.9,-0.09,-0.09,1,3,71.5965517241379,-0.52,-0.52,0
110260,1,44,-5.8,-0.43,-0.43,0,0,0,0,0,0
110261,1,2,0.3,0.08,0.08,0,0,0,0,0,0
110262,7,1924,-5.6000000000000005,2.0100000000000002,1.99,0,0,0,0,0,0
110263,1,0,0,0,0,1,0,47.9,-0.37,-0.37,0
110264,2,34,-0.15000000000000013,-0.03,0.17,0,0,0,0,0,0
110265,8,3436,-10.100000000000001,2.13,2.09,0,0,0,0,0,0
110266,2,0,0,0,0,2,0,68.1,0.010000000000000009,0.07,0
110267,8,354,-0.89,-0.8899999999999999,0.43,8,108,128.07663046791237,19.08,6.39,0
110268,1,227,-17.4,-0.53,-0.53,0,0,0,0,0,0
110269,1,2,0.3,0.03,0.03,1,0,84.9555555555556,-0.04,-0.04,0
110270,8,3685,5.011111111111111,10.91,3.78,0,0,0,0,0,0
110271,8,286,-0.5333333333333334,-0.57,0.08,8,97,84.21954402691287,9.1,5.14,0
110272,5,1643,-4.02,0.91,1.75,0,0,0,0,0,0
110273,4,158,-1.78,-1.09,0.11,0,0,0,0,0,0
110274,2,159,0.2,0.45,0.33,0,0,0,0,0,0
110275,2,42,-0.15,-0.09000000000000001,0.01,1,1,163.35,0.33,0.33,0
110276,2,9,-1.3,-0.22000000000000003,-0.05,0,0,0,0,0,0
110277,1,4,-0.9,-0.08,-0.08,0,0,0,0,0,0
110278,13,689,-0.34285714285714286,-0.61,0.36,13,305,95.04780097673745,16.71,5.78,0
110279,4,0,0,0,0,4,20,84.14504329004328,-0.3700000000000001,0.94,0
110280,2,2,-0.15,-0.03,0,2,0,114.525,0.5900000000000001,0.54,0
110281,1,21,-0.9,-0.1,-0.1,0,0,0,0,0,0
110282,3,31,-0.7333333333333334,-0.12000000000000001,0.04,0,0,0,0,0,0
110283,1,96,-9.6,-0.9,-0.9,0,0,0,0,0,0
110284,27,11331,22.55185185185185,94.44,6.95,2,0,25.7,-0.12000000000000001,0.11,0
110285,9,2244,-4.4,-0.2100000000000002,2.26,0,0,0,0,0,0
110286,1,7,0.5,0.07,0.07,0,0,0,0,0,0
110287,12,743,0.5846153846153845,0.65,0.23,12,268,112.73935408886616,31.2,7.53,0
110288,2,561,-6.566666666666666,-1.3800000000000001,-0.17,0,0,0,0,0,0
110289,1,45,-5.4,-0.3,-0.3,0,0,0,0,0,0
110290,18,11230,3.677777777777778,55.85,5.55,0,0,0,0,0,1
110291,5,68,0.21999999999999997,0.12000000000000001,0.13,5,11,115.79132142857142,5.49,3.08,0
110292,5,0,0,0,0,5,0,279.7259130434783,4.36,1.84,0
110293,16,90,-0.20555555555555557,-0.39,-0.02,16,402,110.2948892254775,54.89,9.27,0
110294,1,8,0.2,0.02,0.02,1,3,43.14,-0.65,-0.65,0
110295,2,58,-0.5,-0.13,-0.03,2,13,86.8107843137255,-0.8300000000000001,-0.38,0
110296,14,395,0.3235294117647059,0.5,0.34,14,73,99.67173972953526,8,3.76,0
110297,20,10254,20.46,77.36,7.35,0,0,0,0,0,0
110298,9,42,-0.21000000000000002,-0.22999999999999998,0.09,9,69,104.3126418597742,10.54,3.11,0
110299,3,87,-2.8666666666666667,-0.76,0,0,0,0,0,0,0
110300,1,0,0,0,0,0,0,0,0,0,0
110301,3,449,1.9666666666666668,1.66,1.15,0,0,0,0,0,0
110302,2,17,0.30000000000000004,0.06,0.04,2,5,83.34615384615384,0,0.01,0
110303,12,2876,-1.792857142857143,10.26,2.54,0,0,0,0,0,0
110304,2,73,-2.85,-0.62,0.08,2,28,87.4893717524799,2.51,3.84,0
110305,3,460,-2.2,0.24,0.39,0,0,0,0,0,0
110306,3,662,-9.5,-3.6500000000000004,-0.96,0,0,0,0,0,0
110307,1,6,-0.3,0,0,0,0,0,0,0,0
110308,1,0,0,0,0,1,0,47.6,-0.04,-0.04,0
110309,2,435,-13.3,-1.48,-0.7,0,0,0,0,0,0
110310,3,150,-0.06666666666666671,-0.029999999999999985,0.07,3,49,113.76279761904765,4.84,2.86,0
110311,5,1056,-5.1,0.08999999999999998,0.58,0,0,0,0,0,0
110312,11,2010,-1.3272727272727274,1.88,1.39,0,0,0,0,0,0
110313,4,513,-4.32,0.010000000000000018,0.1,0,0,0,0,0,0
110314,1,4,-0.6,-0.06,-0.06,1,0,93.35,-0.14,-0.14,0
110315,1,469,11.8,2.29,2.29,0,0,0,0,0,0
110316,2,3,-0.2,-0.05,-0.02,2,1,71.79285714285716,-0.54,0.14,0
110317,6,261,0.557142857142857,0.44,0.49,6,123,79.12431749972716,0.37,1.83,0
110318,14,5502,-4.0928571428571425,15.840000000000002,5.91,0,0,0,0,0,0
110319,1,33,-1.5,0.14,0.14,0,0,0,0,0,0
110320,5,302,-1.6600000000000001,-0.1400000000000001,0.72,0,0,0,0,0,0
110321,1,4,-0.9,-0.08,-0.08,1,2,208.2,0.57,0.57,0
110322,3,419,-3.6,-0.47,0.06,0,0,0,0,0,0
110323,1,330,-1.1,1.16,1.16,0,0,0,0,0,0
110324,1,1,-0.2,-0.02,-0.02,1,0,0,-0.04,-0.04,0
110325,7,215,-1.5857142857142856,-1.22,-0.16,7,130,92.16057166065865,2.4,2.61,0
110326,8,3,-0.05,-0.05,0,8,1,87.12203914141415,1.3699999999999999,1.41,0
110327,1,7,0,0.02,0.02,0,0,0,0,0,0
110329,4,1093,-2.3,1.5599999999999998,2.3,0,0,0,0,0,0
110330,1,7,-0.9,-0.1,-0.1,0,0,0,0,0,0
110331,6,483,-2.8333333333333335,-0.84,0.13,0,0,0,0,0,0
110332,1,0,0,0,0,1,0,68.85,-0.08,-0.08,0
110333,2,0,0,0,0,2,0,97.3779411764706,-0.08,0.01,0
110334,1,7,-0.9,-0.03,-0.03,0,0,0,0,0,0
110335,7,2230,-3.075,7,3.78,0,0,0,0,0,0
110336,6,0,0,0,0,6,4,95.42209475709477,0.7399999999999999,1.63,0
110337,1,54,-1.2,-0.14,-0.14,1,20,80.712987012987,0.33,0.33,0
110338,4,82,-0.25,-0.09999999999999999,0.02,4,36,87.47508989471015,1.3800000000000001,1.87,0
110339,10,196,0.18181818181818182,0.18,0.43,10,80,79.81160388363739,2.0300000000000002,1.6,0
110340,8,0,0,0,0,8,60,80.95873922755366,4.99,3.79,0
110341,8,142,0.45,0.32999999999999996,0.21,8,36,95.91577854047681,3.31,3.22,0
110342,1,1,-0.1,-0.02,-0.02,1,0,69.2571428571429,-0.15,-0.15,0
110343,3,65,-0.2333333333333333,-0.060000000000000005,0.04,3,16,130.65967741935484,-2.57,0.35,0
110344,4,277,-5.05,-1.81,-0.17,0,0,0,0,0,0
110345,1,60,1.9,0.29,0.29,0,0,0,0,0,0
110346,1,36,-2.7,-0.17,-0.17,0,0,0,0,0,0
110347,4,234,-3.4749999999999996,-0.92,0.29,0,0,0,0,0,0
